face_index,ground_truth_id,ground_truth_label,A_pred,A_confidence,A_pStock,A_pThread,A_pText,B_pred,B_confidence,B_pStock,B_pThread,B_pText,C_pred,C_confidence,C_pStock,C_pThread,C_pText,D_pred,D_confidence,D_pStock,D_pThread,D_pText,FrozenLast_pred,FrozenLast_confidence,FrozenLast_pStock,FrozenLast_pThread,FrozenLast_pText,FrozenBestV3_pred,FrozenBestV3_confidence,FrozenBestV3_pStock,FrozenBestV3_pThread,FrozenBestV3_pText,Scratch70K_pred,Scratch70K_confidence,Scratch70K_pStock,Scratch70K_pThread,Scratch70K_pText
68,2,Text,Text,0.99938285,0.00059496,0.00002222,0.99938285,Text,0.99976116,0.00021085,0.00002800,0.99976116,Text,0.99990916,0.00009062,0.00000021,0.99990916,Text,0.99894947,0.00101913,0.00003141,0.99894947,Text,0.99983370,0.00016166,0.00000467,0.99983370,Text,0.99969852,0.00029143,0.00001011,0.99969852,Text,0.99999118,0.00000866,0.00000013,0.99999118
69,2,Text,Text,0.99944156,0.00047509,0.00008335,0.99944156,Text,0.99985325,0.00012862,0.00001808,0.99985325,Text,0.99977952,0.00021957,0.00000086,0.99977952,Text,0.99919862,0.00075901,0.00004244,0.99919862,Text,0.99981910,0.00017232,0.00000863,0.99981910,Text,0.99965298,0.00032528,0.00002178,0.99965298,Text,0.99999642,0.00000357,0.00000003,0.99999642
70,2,Text,Text,0.99943334,0.00048698,0.00007965,0.99943334,Text,0.99983799,0.00014396,0.00001804,0.99983799,Text,0.99979335,0.00020597,0.00000071,0.99979335,Text,0.99906617,0.00087899,0.00005483,0.99906617,Text,0.99981934,0.00017206,0.00000861,0.99981934,Text,0.99965155,0.00032667,0.00002179,0.99965155,Text,0.99999642,0.00000357,0.00000003,0.99999642
71,2,Text,Text,0.99927872,0.00070009,0.00002122,0.99927872,Text,0.99974960,0.00022166,0.00002876,0.99974960,Text,0.99991345,0.00008638,0.00000016,0.99991345,Text,0.99894947,0.00101919,0.00003141,0.99894947,Text,0.99980015,0.00019415,0.00000569,0.99980015,Text,0.99969852,0.00029144,0.00001011,0.99969852,Text,0.99999070,0.00000914,0.00000015,0.99999070
72,2,Text,Text,0.99943084,0.00048948,0.00007963,0.99943084,Text,0.99962997,0.00030252,0.00006746,0.99962997,Text,0.99964738,0.00035189,0.00000077,0.99964738,Text,0.99891877,0.00103089,0.00005035,0.99891877,Text,0.99981934,0.00017203,0.00000861,0.99981934,Text,0.99961495,0.00036282,0.00002224,0.99961495,Text,0.99999416,0.00000576,0.00000006,0.99999416
73,2,Text,Text,0.99935395,0.00062357,0.00002252,0.99935395,Text,0.99979502,0.00017715,0.00002787,0.99979502,Text,0.99991333,0.00008649,0.00000016,0.99991333,Text,0.99894947,0.00101913,0.00003141,0.99894947,Text,0.99984145,0.00015446,0.00000411,0.99984145,Text,0.99971277,0.00027755,0.00000969,0.99971277,Text,0.99998903,0.00001078,0.00000018,0.99998903
74,2,Text,Text,0.99943858,0.00047958,0.00008180,0.99943858,Text,0.99987090,0.00010985,0.00001921,0.99987090,Text,0.99982411,0.00017511,0.00000078,0.99982411,Text,0.99918729,0.00076725,0.00004548,0.99918729,Text,0.99981934,0.00017209,0.00000861,0.99981934,Text,0.99965298,0.00032527,0.00002178,0.99965298,Text,0.99999642,0.00000357,0.00000003,0.99999642
75,2,Text,Text,0.99943334,0.00048695,0.00007965,0.99943334,Text,0.99986553,0.00011537,0.00001903,0.99986553,Text,0.99981886,0.00018023,0.00000092,0.99981886,Text,0.99919695,0.00076050,0.00004258,0.99919695,Text,0.99981934,0.00017206,0.00000861,0.99981934,Text,0.99965286,0.00032533,0.00002178,0.99965286,Text,0.99999642,0.00000357,0.00000003,0.99999642
76,2,Text,Text,0.99920636,0.00077436,0.00001929,0.99920636,Text,0.99970740,0.00025907,0.00003355,0.99970740,Text,0.99986804,0.00013176,0.00000015,0.99986804,Text,0.99895215,0.00102806,0.00001979,0.99895215,Text,0.99984074,0.00015512,0.00000416,0.99984074,Text,0.99975413,0.00023758,0.00000823,0.99975413,Text,0.99998868,0.00001117,0.00000017,0.99998868
77,2,Text,Text,0.99831933,0.00166833,0.00001236,0.99831933,Text,0.98190618,0.01287461,0.00521926,0.98190618,Text,0.99259275,0.00739817,0.00000909,0.99259275,Text,0.98788667,0.01210431,0.00000897,0.98788667,Text,0.99721032,0.00278178,0.00000786,0.99721032,Text,0.99676263,0.00322681,0.00001051,0.99676263,Text,0.99998808,0.00001167,0.00000020,0.99998808
78,2,Text,Text,0.96511471,0.03474861,0.00013670,0.96511471,Text,0.90065974,0.09916393,0.00017627,0.90065974,Text,0.99476755,0.00523034,0.00000214,0.99476755,Text,0.88449425,0.11528657,0.00021922,0.88449425,Text,0.97466350,0.02532299,0.00001354,0.97466350,Text,0.95317107,0.04679299,0.00003598,0.95317107,Text,0.99989140,0.00010852,0.00000001,0.99989140
79,2,Text,Text,0.99928051,0.00060283,0.00011666,0.99928051,Text,0.97452962,0.01510537,0.01036502,0.97452962,Text,0.98559988,0.01435654,0.00004362,0.98559988,Text,0.99754852,0.00237785,0.00007362,0.99754852,Text,0.99983287,0.00016241,0.00000470,0.99983287,Text,0.99959892,0.00037867,0.00002247,0.99959892,Text,0.99999404,0.00000588,0.00000004,0.99999404
80,2,Text,Text,0.99762017,0.00235339,0.00002637,0.99762017,Text,0.96734983,0.01582654,0.01682367,0.96734983,Text,0.99371934,0.00627587,0.00000481,0.99371934,Text,0.98855585,0.01143598,0.00000814,0.98855585,Text,0.99759883,0.00239365,0.00000755,0.99759883,Text,0.99611533,0.00387211,0.00001255,0.99611533,Text,0.99998808,0.00001173,0.00000019,0.99998808
81,2,Text,Text,0.99745959,0.00249638,0.00004410,0.99745959,Text,0.96230280,0.03651199,0.00118527,0.96230280,Text,0.98958349,0.01041326,0.00000327,0.98958349,Text,0.98652309,0.01346732,0.00000955,0.98652309,Text,0.99710900,0.00287626,0.00001474,0.99710900,Text,0.99629164,0.00369526,0.00001310,0.99629164,Text,0.99921679,0.00077894,0.00000428,0.99921679
82,2,Text,Text,0.99753165,0.00244594,0.00002234,0.99753165,Text,0.93229610,0.06512859,0.00257538,0.93229610,Text,0.99350727,0.00648721,0.00000555,0.99350727,Text,0.98629159,0.01369908,0.00000941,0.98629159,Text,0.99559683,0.00439618,0.00000697,0.99559683,Text,0.99511164,0.00488009,0.00000822,0.99511164,Text,0.99996054,0.00003923,0.00000018,0.99996054
83,2,Text,Text,0.99710733,0.00282896,0.00006378,0.99710733,Text,0.93695104,0.05880857,0.00424041,0.93695104,Text,0.98674482,0.01324960,0.00000556,0.98674482,Text,0.96374851,0.03621854,0.00003298,0.96374851,Text,0.99597013,0.00401823,0.00001161,0.99597013,Text,0.99500704,0.00498075,0.00001218,0.99500704,Text,0.99940944,0.00058409,0.00000650,0.99940944
84,2,Text,Text,0.99882072,0.00109013,0.00008916,0.99882072,Text,0.99994004,0.00005607,0.00000390,0.99994004,Text,0.99990129,0.00009862,0.00000004,0.99990129,Text,0.99848133,0.00149516,0.00002347,0.99848133,Text,0.99978298,0.00020916,0.00000782,0.99978298,Text,0.99951482,0.00046934,0.00001589,0.99951482,Text,0.99995792,0.00004155,0.00000053,0.99995792
85,0,Stock,Stock,0.99908948,0.99908948,0.00000060,0.00090991,Stock,0.99989057,0.99989057,0.00000002,0.00010948,Stock,0.99997008,0.99997008,0.00000000,0.00002996,Stock,0.99960989,0.99960989,0.00002984,0.00036031,Stock,0.99969769,0.99969769,0.00002784,0.00027445,Stock,0.99973410,0.99973410,0.00001618,0.00024968,Stock,0.99999928,0.99999928,0.00000001,0.00000073
86,2,Text,Text,0.99908650,0.00082267,0.00009082,0.99908650,Text,0.99987185,0.00011193,0.00001617,0.99987185,Text,0.99994886,0.00005105,0.00000002,0.99994886,Text,0.99936348,0.00060507,0.00003146,0.99936348,Text,0.99979883,0.00019542,0.00000575,0.99979883,Text,0.99969780,0.00029188,0.00001031,0.99969780,Text,0.99997687,0.00002279,0.00000039,0.99997687
87,2,Text,Text,0.99916828,0.00067648,0.00015524,0.99916828,Text,0.99994111,0.00005243,0.00000644,0.99994111,Text,0.99993169,0.00006824,0.00000010,0.99993169,Text,0.99939454,0.00055028,0.00005519,0.99939454,Text,0.99981934,0.00017211,0.00000861,0.99981934,Text,0.99959975,0.00037776,0.00002247,0.99959975,Text,0.99999130,0.00000862,0.00000012,0.99999130
88,2,Text,Text,0.99919528,0.00077706,0.00002765,0.99919528,Text,0.99995232,0.00004700,0.00000073,0.99995232,Text,0.99870276,0.00129688,0.00000032,0.99870276,Text,0.99939811,0.00058900,0.00001291,0.99939811,Text,0.99970549,0.00029123,0.00000325,0.99970549,Text,0.99959272,0.00040373,0.00000361,0.99959272,Text,0.99923933,0.00076065,0.00000009,0.99923933
89,2,Text,Text,0.99920183,0.00072969,0.00006847,0.99920183,Text,0.99978358,0.00019270,0.00002374,0.99978358,Text,0.99971408,0.00028472,0.00000117,0.99971408,Text,0.99867308,0.00128388,0.00004306,0.99867308,Text,0.99970466,0.00027960,0.00001572,0.99970466,Text,0.99960166,0.00037446,0.00002393,0.99960166,Text,0.99998641,0.00001346,0.00000012,0.99998641
90,2,Text,Text,0.99937695,0.00054382,0.00007926,0.99937695,Text,0.99987698,0.00011329,0.00000975,0.99987698,Text,0.99930608,0.00069345,0.00000049,0.99930608,Text,0.99928004,0.00066495,0.00005506,0.99928004,Text,0.99970788,0.00027589,0.00001625,0.99970788,Text,0.99960190,0.00037357,0.00002455,0.99960190,Text,0.99998784,0.00001214,0.00000002,0.99998784
91,2,Text,Text,0.99920112,0.00073059,0.00006833,0.99920112,Text,0.99970019,0.00027559,0.00002426,0.99970019,Text,0.99973851,0.00026109,0.00000040,0.99973851,Text,0.99897039,0.00100267,0.00002700,0.99897039,Text,0.99970824,0.00027397,0.00001775,0.99970824,Text,0.99960226,0.00037274,0.00002507,0.99960226,Text,0.99998677,0.00001305,0.00000014,0.99998677
92,2,Text,Text,0.99902654,0.00095558,0.00001793,0.99902654,Text,0.99925393,0.00071394,0.00003212,0.99925393,Text,0.99935740,0.00064249,0.00000011,0.99935740,Text,0.99806291,0.00192884,0.00000824,0.99806291,Text,0.99940133,0.00059288,0.00000579,0.99940133,Text,0.99926108,0.00071650,0.00002236,0.99926108,Text,0.99936801,0.00062941,0.00000256,0.99936801
93,2,Text,Text,0.99919313,0.00075118,0.00005570,0.99919313,Text,0.99935812,0.00060038,0.00004147,0.99935812,Text,0.99869591,0.00130257,0.00000149,0.99869591,Text,0.99895751,0.00101556,0.00002696,0.99895751,Text,0.99970442,0.00027994,0.00001561,0.99970442,Text,0.99959892,0.00037867,0.00002247,0.99959892,Text,0.99962080,0.00037694,0.00000220,0.99962080
94,2,Text,Text,0.99902344,0.00095859,0.00001793,0.99902344,Text,0.99922681,0.00074024,0.00003294,0.99922681,Text,0.99929881,0.00070109,0.00000014,0.99929881,Text,0.99806601,0.00192574,0.00000831,0.99806601,Text,0.99941838,0.00057529,0.00000636,0.99941838,Text,0.99931622,0.00066402,0.00001982,0.99931622,Text,0.99910432,0.00089235,0.00000332,0.99910432
95,2,Text,Text,0.99920064,0.00073256,0.00006684,0.99920064,Text,0.99889129,0.00103075,0.00007800,0.99889129,Text,0.99886996,0.00112830,0.00000166,0.99886996,Text,0.99897015,0.00100283,0.00002700,0.99897015,Text,0.99970442,0.00027994,0.00001561,0.99970442,Text,0.99959892,0.00037867,0.00002247,0.99959892,Text,0.99953914,0.00045787,0.00000302,0.99953914
96,2,Text,Text,0.99910307,0.00087803,0.00001893,0.99910307,Text,0.99835098,0.00159128,0.00005771,0.99835098,Text,0.99862754,0.00137161,0.00000084,0.99862754,Text,0.99766219,0.00231105,0.00002677,0.99766219,Text,0.99962497,0.00035942,0.00001558,0.99962497,Text,0.99936026,0.00062187,0.00001783,0.99936026,Text,0.99881482,0.00118090,0.00000430,0.99881482
97,2,Text,Text,0.99919766,0.00074151,0.00006082,0.99919766,Text,0.99976271,0.00022036,0.00001690,0.99976271,Text,0.99871719,0.00128158,0.00000119,0.99871719,Text,0.99865025,0.00132387,0.00002588,0.99865025,Text,0.99970442,0.00027994,0.00001561,0.99970442,Text,0.99945694,0.00052430,0.00001877,0.99945694,Text,0.99984694,0.00015221,0.00000078,0.99984694
98,2,Text,Text,0.99918050,0.00077025,0.00004927,0.99918050,Text,0.99925166,0.00070478,0.00004353,0.99925166,Text,0.99825674,0.00174237,0.00000085,0.99825674,Text,0.99814284,0.00183751,0.00001961,0.99814284,Text,0.99945158,0.00053757,0.00001088,0.99945158,Text,0.99930930,0.00067629,0.00001440,0.99930930,Text,0.99892694,0.00106906,0.00000396,0.99892694
99,0,Stock,Text,0.74926805,0.24869442,0.00203751,0.74926805,Stock,0.99781263,0.99781263,0.00060863,0.00157870,Stock,0.99999607,0.99999607,0.00000266,0.00000126,Stock,0.95674747,0.95674747,0.00178034,0.04147217,Stock,0.99979824,0.99979824,0.00000905,0.00019270,Stock,0.99971169,0.99971169,0.00001510,0.00027313,Stock,0.99965608,0.99965608,0.00018523,0.00015876
100,0,Stock,Text,0.67720157,0.32074660,0.00205182,0.67720157,Stock,0.99506819,0.99506819,0.00035800,0.00457378,Stock,0.99988008,0.99988008,0.00002634,0.00009359,Stock,0.78440535,0.78440535,0.00125489,0.21433975,Stock,0.99415851,0.99415851,0.00093979,0.00490172,Stock,0.99221146,0.99221146,0.00122871,0.00655982,Stock,0.99999857,0.99999857,0.00000028,0.00000118
101,0,Stock,Stock,0.97719258,0.97719258,0.00013913,0.02266829,Stock,0.99982196,0.99982196,0.00015813,0.00001996,Stock,0.99999988,0.99999988,0.00000009,0.00000000,Stock,0.99966383,0.99966383,0.00000188,0.00033423,Stock,0.99997759,0.99997759,0.00000000,0.00002237,Stock,0.99998772,0.99998772,0.00000000,0.00001224,Stock,0.99985600,0.99985600,0.00010706,0.00003696
102,0,Stock,Text,0.71102571,0.28703010,0.00194419,0.71102571,Stock,0.98691529,0.98691529,0.00055869,0.01252600,Stock,0.99987459,0.99987459,0.00004042,0.00008499,Stock,0.98109871,0.98109871,0.00067882,0.01822244,Stock,0.99996352,0.99996352,0.00000068,0.00003578,Stock,0.99996960,0.99996960,0.00000063,0.00002984,Stock,0.99963653,0.99963653,0.00010265,0.00026083
103,0,Stock,Text,0.57507581,0.42284828,0.00207596,0.57507581,Stock,0.99683160,0.99683160,0.00046558,0.00270287,Stock,0.99999857,0.99999857,0.00000117,0.00000023,Stock,0.97502500,0.97502500,0.00147078,0.02350424,Stock,0.99981064,0.99981064,0.00001021,0.00017918,Stock,0.99975294,0.99975294,0.00000843,0.00023860,Stock,0.99970907,0.99970907,0.00013973,0.00015117
104,0,Stock,Text,0.61290604,0.38491634,0.00217765,0.61290604,Stock,0.99745935,0.99745935,0.00031680,0.00222391,Stock,0.99995780,0.99995780,0.00001620,0.00002599,Stock,0.96572745,0.96572745,0.00244143,0.03183110,Stock,0.99942929,0.99942929,0.00005100,0.00051971,Stock,0.99888235,0.99888235,0.00015200,0.00096561,Stock,0.99953020,0.99953020,0.00030077,0.00016913
105,2,Text,Text,0.58579981,0.41320154,0.00099866,0.58579981,Stock,0.93297762,0.93297762,0.00220705,0.06481536,Stock,0.99954575,0.99954575,0.00007778,0.00037640,Stock,0.50324577,0.50324577,0.00114916,0.49560508,Stock,0.89246178,0.89246178,0.00172244,0.10581577,Stock,0.86227530,0.86227530,0.00222725,0.13549744,Stock,0.99993467,0.99993467,0.00003602,0.00002933
106,0,Stock,Stock,0.99975795,0.99975795,0.00000039,0.00024174,Stock,0.99955124,0.99955124,0.00020038,0.00024831,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99920231,0.99920231,0.00001434,0.00078347,Stock,0.99990880,0.99990880,0.00000397,0.00008727,Stock,0.99995875,0.99995875,0.00000053,0.00004081,Stock,0.99999809,0.99999809,0.00000007,0.00000175
107,0,Stock,Text,0.80192089,0.19706389,0.00101520,0.80192089,Stock,0.99974734,0.99974734,0.00015443,0.00009818,Stock,0.99999905,0.99999905,0.00000088,0.00000007,Stock,0.99981779,0.99981779,0.00000080,0.00018146,Stock,0.99997127,0.99997127,0.00000051,0.00002823,Stock,0.99996531,0.99996531,0.00000006,0.00003457,Stock,0.99996316,0.99996316,0.00001993,0.00001698
108,0,Stock,Stock,0.81356126,0.81356126,0.17160474,0.01483405,Thread,0.68735576,0.30617401,0.68735576,0.00647026,Stock,0.51906413,0.51906413,0.47960889,0.00132699,Stock,0.98408210,0.98408210,0.01394923,0.00196873,Stock,0.97840357,0.97840357,0.02065352,0.00094283,Stock,0.98670691,0.98670691,0.01226560,0.00102749,Stock,0.98517126,0.98517126,0.01421695,0.00061179
109,0,Stock,Stock,0.69458383,0.69458383,0.29537025,0.01004586,Thread,0.87759668,0.11783990,0.87759668,0.00456340,Thread,0.71562821,0.28322673,0.71562821,0.00114514,Stock,0.97985017,0.97985017,0.01869714,0.00145275,Stock,0.96964675,0.96964675,0.02927856,0.00107465,Stock,0.97626537,0.97626537,0.02273450,0.00100018,Stock,0.97311211,0.97311211,0.02602307,0.00086484
110,0,Stock,Stock,0.57269204,0.57269204,0.41667157,0.01063644,Thread,0.99475831,0.00488596,0.99475831,0.00035575,Thread,0.88596010,0.11317435,0.88596010,0.00086551,Stock,0.97904676,0.97904676,0.02004988,0.00090334,Stock,0.95003259,0.95003259,0.04865841,0.00130903,Stock,0.96514237,0.96514237,0.03367377,0.00118394,Thread,0.95448673,0.04513477,0.95448673,0.00037850
111,0,Stock,Stock,0.50567889,0.50567889,0.47842866,0.01589237,Thread,0.98460025,0.01420111,0.98460025,0.00119857,Thread,0.84898096,0.14996293,0.84898096,0.00105608,Stock,0.97419667,0.97419667,0.02448007,0.00132322,Stock,0.97723877,0.97723877,0.02131193,0.00144927,Stock,0.98165268,0.98165268,0.01675662,0.00159071,Thread,0.92696512,0.07247002,0.92696512,0.00056489
112,0,Stock,Stock,0.67630714,0.67630714,0.30424529,0.01944762,Thread,0.61872554,0.36787379,0.61872554,0.01340059,Stock,0.60794175,0.60794175,0.39013278,0.00192549,Stock,0.98826605,0.98826605,0.01023170,0.00150215,Stock,0.99041849,0.99041849,0.00885772,0.00072376,Stock,0.99012005,0.99012005,0.00898301,0.00089690,Thread,0.76222688,0.23669696,0.76222688,0.00107610
113,1,Thread,Thread,0.73983192,0.24860701,0.73983192,0.01156115,Thread,0.99893516,0.00103120,0.99893516,0.00003358,Thread,0.98456848,0.01511841,0.98456848,0.00031319,Stock,0.87950200,0.87950200,0.11820796,0.00229009,Stock,0.78966999,0.78966999,0.20796534,0.00236467,Stock,0.88308668,0.88308668,0.11489734,0.00201597,Thread,0.99854988,0.00142197,0.99854988,0.00002815
114,1,Thread,Thread,0.66843581,0.31800947,0.66843581,0.01355474,Thread,0.99932599,0.00065862,0.99932599,0.00001540,Thread,0.98129785,0.01834844,0.98129785,0.00035379,Stock,0.93487072,0.93487072,0.06343327,0.00169600,Stock,0.87061638,0.87061638,0.12738332,0.00200032,Stock,0.91024059,0.91024059,0.08823595,0.00152348,Thread,0.98665953,0.01317935,0.98665953,0.00016110
115,1,Thread,Thread,0.64436233,0.34333530,0.64436233,0.01230237,Thread,0.99900299,0.00096946,0.99900299,0.00002745,Thread,0.98663193,0.01314658,0.98663193,0.00022146,Stock,0.90244246,0.90244246,0.09495043,0.00260710,Stock,0.88039380,0.88039380,0.11785915,0.00174701,Stock,0.89800167,0.89800167,0.10029116,0.00170716,Thread,0.99927682,0.00071173,0.99927682,0.00001147
116,1,Thread,Thread,0.72858530,0.25911653,0.72858530,0.01229809,Thread,0.99893349,0.00103283,0.99893349,0.00003368,Thread,0.98175883,0.01788717,0.98175883,0.00035408,Stock,0.90651846,0.90651846,0.09227702,0.00120446,Stock,0.83183140,0.83183140,0.16582602,0.00234261,Stock,0.89078861,0.89078861,0.10728658,0.00192478,Thread,0.99706918,0.00287998,0.99706918,0.00005091
117,1,Thread,Thread,0.66789293,0.31814814,0.66789293,0.01395891,Thread,0.99932575,0.00065891,0.99932575,0.00001541,Thread,0.98128164,0.01836465,0.98128164,0.00035364,Stock,0.94385451,0.94385451,0.05433064,0.00181490,Stock,0.87507635,0.87507635,0.12300875,0.00191487,Stock,0.91151762,0.91151762,0.08697399,0.00150845,Thread,0.98912001,0.01072865,0.98912001,0.00015138
118,1,Thread,Thread,0.67980641,0.30769211,0.67980641,0.01250147,Thread,0.99671364,0.00309964,0.99671364,0.00018681,Thread,0.98134184,0.01830525,0.98134184,0.00035298,Stock,0.93558705,0.93558705,0.06283867,0.00157420,Stock,0.88825178,0.88825178,0.10999302,0.00175517,Stock,0.93230259,0.93230259,0.06638183,0.00131560,Thread,0.98222500,0.01755408,0.98222500,0.00022095
119,1,Thread,Thread,0.72858530,0.25911641,0.72858530,0.01229818,Thread,0.99893516,0.00103126,0.99893516,0.00003358,Thread,0.98456371,0.01512263,0.98456371,0.00031363,Stock,0.90428454,0.90428454,0.09446574,0.00124970,Stock,0.84469944,0.84469944,0.15298976,0.00231082,Stock,0.89184856,0.89184856,0.10623968,0.00191174,Thread,0.99839056,0.00157831,0.99839056,0.00003119
120,1,Thread,Thread,0.67640716,0.30951717,0.67640716,0.01407568,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.98531359,0.01443269,0.98531359,0.00025376,Stock,0.94368070,0.94368070,0.05450202,0.00181720,Stock,0.88899231,0.88899231,0.10897174,0.00203590,Stock,0.92177856,0.92177856,0.07674697,0.00147447,Thread,0.99447364,0.00541469,0.99447364,0.00011168
121,1,Thread,Thread,0.68037707,0.30731812,0.68037707,0.01230479,Thread,0.99732190,0.00254716,0.99732190,0.00013096,Thread,0.98158950,0.01806396,0.98158950,0.00034652,Stock,0.93561560,0.93561560,0.06281820,0.00156619,Stock,0.89363432,0.89363432,0.10464583,0.00171984,Stock,0.93343514,0.93343514,0.06526406,0.00130075,Thread,0.98253834,0.01724455,0.98253834,0.00021701
122,1,Thread,Thread,0.72858238,0.25911796,0.72858238,0.01229971,Thread,0.99893516,0.00103122,0.99893516,0.00003358,Thread,0.97799975,0.02157455,0.97799975,0.00042560,Stock,0.87457502,0.87457502,0.12405328,0.00137176,Stock,0.82341677,0.82341677,0.17394891,0.00263429,Stock,0.87165624,0.87165624,0.12598552,0.00235821,Thread,0.99878842,0.00118254,0.99878842,0.00002900
123,1,Thread,Thread,0.66865093,0.31522858,0.66865093,0.01612051,Thread,0.99932599,0.00065861,0.99932599,0.00001540,Thread,0.98296344,0.01672905,0.98296344,0.00030753,Stock,0.92563105,0.92563105,0.07291224,0.00145681,Stock,0.86359602,0.86359602,0.13402919,0.00237480,Stock,0.89670998,0.89670998,0.10135546,0.00193462,Thread,0.99430484,0.00557867,0.99430484,0.00011649
124,1,Thread,Thread,0.67758405,0.31019419,0.67758405,0.01222173,Thread,0.99906689,0.00090448,0.99906689,0.00002875,Thread,0.98482054,0.01492391,0.98482054,0.00025555,Stock,0.92354161,0.92354161,0.07508022,0.00137821,Stock,0.89333284,0.89333284,0.10508543,0.00158176,Stock,0.93633497,0.93633497,0.06238962,0.00127542,Thread,0.98671454,0.01312497,0.98671454,0.00016045
125,1,Thread,Thread,0.72858900,0.25911316,0.72858900,0.01229781,Thread,0.99893075,0.00103540,0.99893075,0.00003385,Thread,0.98149890,0.01814194,0.98149890,0.00035920,Stock,0.92206287,0.92206287,0.07697250,0.00096467,Stock,0.85471994,0.85471994,0.14290825,0.00237186,Stock,0.89235944,0.89235944,0.10573368,0.00190696,Thread,0.99638498,0.00355648,0.99638498,0.00005856
