stem,ours_lbl_0,ours_lbl_1,ours_lbl_2,ours_lbl_3,ours_lbl_4,ours_lbl_5,ours_lbl_6,ours_lbl_7,ours_lbl_8,ours_lbl_9,ours_lbl_10,ours_lbl_11,ours_lbl_12,ours_lbl_13,ours_lbl_14,ours_lbl_16,ours_lbl_17,ours_lbl_18,ours_lbl_19,ours_lbl_20,ours_lbl_21,ours_lbl_22,ours_lbl_23,ours_lbl_24,auth_lbl_0,auth_lbl_1,auth_lbl_2,auth_lbl_3,auth_lbl_4,auth_lbl_5,auth_lbl_6,auth_lbl_7,auth_lbl_8,auth_lbl_9,auth_lbl_10,auth_lbl_11,auth_lbl_12,auth_lbl_13,auth_lbl_14,auth_lbl_16,auth_lbl_17,auth_lbl_18,auth_lbl_19,auth_lbl_20,auth_lbl_21,auth_lbl_22,auth_lbl_23,auth_lbl_24
00000870,19,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
00000877,8,0,2,0,0,12,6,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,12,6,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0
00000883,8,3,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
00000889,18,0,0,0,0,0,2,0,0,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,2,0,0,0,0,4,5,4,0,0,0,0,0,0,0,0,0,0
00000899,26,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,25,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
00000916,25,0,0,4,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,24,0,0,4,0,0,0,0,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
00000920,25,0,0,4,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,5,0,0,0,24,0,0,4,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,5,0,0,0
00000933,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,2,0
00000942,16,0,0,0,0,0,0,2,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0
00000943,13,0,0,0,3,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,2,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
00000969,13,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,12,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0
00000975,14,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,13,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0
00000979,17,0,0,0,0,0,0,0,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,2,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0
00000988,11,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,1,0,0,0,0,0,0,0
00001009,11,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
00001017,17,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
00001024,12,0,0,0,3,7,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,7,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
00001025,22,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,21,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
00001033,16,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,3,0,0,3,2,0,0,0,0,0,0,0,5,0,0,0,0,0
00001037,8,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,2,0,5,0,0,1,0,0,0,0,0,0,2,0
00001042,12,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,3,5,0,0,0,11,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,4,5,0,0,0
00001043,13,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0
00001044,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
00001048,14,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
00001049,8,0,0,0,0,0,0,0,0,0,2,0,5,0,7,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,5,0,7,0,0,0,4,0,0,0,0,0
00001052,12,0,0,4,0,0,4,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,4,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0
00001056,8,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,4,0,0,0,0,0
00001057,16,0,2,0,0,0,0,3,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,13,0,2,0,0,0,0,5,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0
00001058,17,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
00001075,17,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,14,3,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0
00001081,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
00001083,17,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,5,0,0,0,16,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,5,0,0,0
00001088,8,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,5,3,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,5,3,0,0
00001094,13,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,12,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0
00001095,23,0,0,4,0,6,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,22,0,0,4,0,6,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0
00001098,11,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,3,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,3,0,0
00001099,17,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,16,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0
00001107,12,0,0,0,0,0,0,0,2,0,0,0,4,0,7,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,5,0,7,0,1,0,0,0,0,0,0,0
00001115,9,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,2,0,7,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,2,0
00001116,17,0,0,0,3,0,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,16,0,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
00001117,16,0,0,0,6,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,6,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0
00001119,17,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,2,0,0,0,0,0,0
00001126,22,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,4,0,0,0,0,0,19,0,2,0,0,0,0,0,0,3,0,0,0,0,7,1,0,0,4,0,0,0,0,0
00001136,17,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,16,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0
00001141,17,0,2,0,3,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,16,0,2,0,3,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0
00001143,15,0,0,0,0,0,0,0,0,3,1,0,0,0,6,0,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,3,2,0,0,0,7,0,0,0,0,4,0,0,0,0
00001154,18,3,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,4,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,4,0,0,0,0,0
00001156,23,3,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,5,0,0,0,21,3,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,5,0,0,0
00001163,12,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,2,0,0,0,0,0,4,11,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,2,0,0,0,0,0,4
00001166,8,0,2,0,0,0,0,0,2,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,2,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0
00001169,13,0,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,4,0,3,0,0,12,0,2,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,4,0,3,0,0
00001171,20,0,0,0,3,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0
00001179,7,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,1,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,1,0,0,0,0,3,0,0
00001184,9,0,2,0,0,0,0,0,0,0,0,0,0,3,7,0,0,1,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,4,7,0,0,2,0,0,0,0,0,0
00001187,12,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,11,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,5,0,0,0
00001189,13,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,5,0,2,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,5,0,2,0
00001190,18,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,5,0,0,0,17,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,5,0,0,0
00001204,9,3,0,0,0,12,0,3,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,8,3,0,0,0,12,0,3,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0
00001210,14,6,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,13,6,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
00001213,7,0,0,0,0,0,0,0,0,0,0,4,5,0,6,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,5,0,7,0,1,0,0,0,0,0,0,0
00001219,29,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,2,0,4,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,2,0,4,0,0,0,0
00001235,21,0,2,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,20,0,2,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0
00001239,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0
00001250,18,0,0,0,3,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,16,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0
00001252,15,0,0,0,0,6,0,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,6,0,3,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0
00001257,26,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,23,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0
00001265,25,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,24,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,0
00001280,12,3,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00001287,23,0,2,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,22,0,2,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
00001300,11,0,0,4,0,6,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,6,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0
00001304,9,0,0,0,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0
00001305,13,1,0,4,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,10,3,0,4,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0
00001313,36,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,35,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0
00001316,17,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,15,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0
00001317,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,10,0
00001322,13,0,0,0,0,0,0,0,0,0,0,4,0,3,0,1,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,4,0,4,0,1,0,0,0,0,0,0,2,0
00001325,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
00001336,26,0,0,4,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,24,0,0,4,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
00001337,12,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0
00001351,16,0,0,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0,0,4,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
00001354,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
00001358,9,0,0,0,0,0,2,2,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0
00001362,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0
00001365,21,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,18,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
00001379,17,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,3,0,0,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,4,0,0,0,2,0
00001390,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
00001392,24,3,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,23,3,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0
00001398,10,0,0,0,0,6,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,3,0,0,8,0,0,0,0,6,0,0,0,3,0,0,0,4,0,1,0,0,0,0,0,3,0,0
00001407,11,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,10,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
00001408,18,3,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,17,3,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
00001413,9,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,2,0
00001416,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
00001426,11,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,3,0,0
00001429,7,0,0,4,0,6,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,6,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0
00001430,20,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,2,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,2,0,0,0,0,0,0
00001444,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,15,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,4,0,5,0,0,0
00001445,20,3,0,0,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,3,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0
00001446,12,0,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,3,8,0,0,0,0,0,11,0,0,0,0,0,2,0,0,0,2,4,0,0,0,0,0,3,8,0,0,0,0,0
00001450,27,0,0,0,3,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,26,0,0,0,3,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0
00001469,12,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0
00001471,8,0,2,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
00001476,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,4,0,0,0,0,0
00001479,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
00001510,8,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0
00001512,11,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,10,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,0
00001513,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0
00001524,17,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0
00001528,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,4,5,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,4,5,0,0,0
00001541,20,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,19,0,2,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0
00001543,16,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0
00001544,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
00001549,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
00001559,27,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00001565,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
00001569,10,0,0,0,0,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
00001570,14,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,4,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0
00001577,11,0,0,0,3,6,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,0,3,6,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
00001581,20,0,0,4,0,14,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,17,0,0,4,0,16,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
00001595,25,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,18,4,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
00001597,17,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,16,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0
00001598,21,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,2,0
00001603,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,16,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,2,0
00001614,16,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,5,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,5,0,2,0
00001616,15,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,13,0,2,4,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,4,0,0,0,0
00001618,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
00001622,33,0,0,0,0,0,0,0,0,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,3,2,8,0,0,0,0,0,0,0,0,0,0,0,0
00001624,10,0,0,0,3,6,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,9,0,0,0,3,6,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0
00001631,16,0,0,0,0,0,0,0,1,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0
00001637,19,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
00001643,9,0,0,0,0,6,0,0,1,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,6,0,0,2,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0
00001646,22,0,0,0,3,6,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3,7,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
00001650,27,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,25,0,2,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0
00001654,18,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,17,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
00001657,8,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,2,0
00001664,16,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0
