stem,ours_0,ours_1,ours_2,ours_3,ours_4,ours_5,ours_6,ours_7,ours_8,ours_9,ours_10,ours_11,ours_12,ours_13,ours_14,ours_15,ours_16,ours_17,ours_18,ours_19,ours_20,ours_21,ours_22,ours_23,ours_24,auth_0,auth_1,auth_2,auth_3,auth_4,auth_5,auth_6,auth_7,auth_8,auth_9,auth_10,auth_11,auth_12,auth_13,auth_14,auth_15,auth_16,auth_17,auth_18,auth_19,auth_20,auth_21,auth_22,auth_23,auth_24,delta_0,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,delta_10,delta_11,delta_12,delta_13,delta_14,delta_15,delta_16,delta_17,delta_18,delta_19,delta_20,delta_21,delta_22,delta_23,delta_24
00000213,9,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
00000220,16,0,0,4,0,0,0,2,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,14,0,0,4,0,0,0,3,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
00000226,40,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,5,0,0,1,36,0,0,4,0,0,0,3,0,0,0,0,0,0,0,1,0,0,3,0,0,5,0,0,1,4,0,0,-2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
00000228,25,0,0,0,0,6,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,24,0,0,0,0,6,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000229,12,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00000230,19,6,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,18,7,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000232,23,3,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,22,3,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00000236,10,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000238,21,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,6,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
00000239,10,2,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000241,14,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,9,0,0,1,13,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
00000242,20,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,3,0,1,19,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
00000244,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000245,12,6,2,4,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,6,2,4,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000246,9,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,3,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000248,21,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0,0,4,0,0,0,0,0,20,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00000252,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000256,18,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
00000259,17,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000261,17,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,3,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000265,16,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000269,20,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,-2,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000271,23,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,22,0,0,0,0,0,2,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000272,22,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0
00000273,11,0,0,0,0,6,0,0,0,2,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,3,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000282,18,0,0,4,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,17,0,0,4,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000283,17,3,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,16,3,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
00000290,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
00000293,16,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00000297,27,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000299,19,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,17,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0
00000303,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00000307,15,0,2,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
00000310,19,0,0,0,0,0,0,0,0,3,1,5,0,0,0,0,0,0,0,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000314,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,40,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000316,26,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000317,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
00000318,15,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,14,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000319,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,2,22,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,2,2,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
00000320,12,0,0,0,3,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000321,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,2,0,15,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
00000323,10,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,3,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000330,12,3,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,1,0,0,0,0,0,0,1,11,3,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000332,13,0,0,4,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0
00000335,13,3,0,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,12,3,0,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00000336,12,0,0,0,3,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000338,18,4,0,4,3,0,0,0,1,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,15,6,0,4,3,0,0,0,2,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,3,-2,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000340,14,3,0,0,3,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,12,3,0,0,3,0,0,0,0,0,2,0,0,4,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00000341,14,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,2,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00000342,29,1,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,26,3,0,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
00000345,13,4,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,4,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000351,20,2,0,4,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,2,19,3,0,4,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,2,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000354,27,0,0,0,0,6,0,1,0,0,0,5,0,3,0,0,0,0,0,0,3,5,0,0,1,23,0,0,0,0,6,0,3,0,0,0,5,0,4,0,0,0,0,0,0,4,5,0,0,1,4,0,0,0,0,0,0,-2,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
00000358,27,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,3,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000361,36,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,35,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000362,18,0,0,0,0,6,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,7,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0
00000367,16,0,0,0,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,3,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000375,15,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,12,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,3,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000380,25,0,0,0,0,6,0,1,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,1,22,0,0,0,0,6,0,3,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,1,3,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
00000381,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,3,0,0,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,4,0,3,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000383,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00000384,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00000385,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,4,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0
00000387,22,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,21,3,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00000389,23,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,1,0,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,2,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0
00000393,20,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,19,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000394,13,3,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
00000398,23,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000399,17,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0
00000400,26,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,2,0,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00000401,18,0,0,2,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,15,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,3,0,0,-2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00000402,19,0,0,0,0,12,0,0,0,0,0,0,5,3,13,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,12,0,0,0,0,0,0,5,4,14,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0
00000405,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000408,27,0,0,0,0,6,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,22,0,2,0,0,6,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,-2,0,0,0,0,0,0,0,0,-2,0,0,-1,0,0,0,0,0,0,0,0,0,0
00000409,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
00000410,34,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,32,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000412,33,3,0,0,0,0,0,2,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,3,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
00000414,20,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,1,0,0,0,0,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,1,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0
00000423,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,28,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000424,41,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,4,3,0,0,39,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,5,3,0,0,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0
00000426,17,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,15,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0
00000429,24,0,0,0,0,0,0,0,3,0,1,0,0,0,6,0,0,1,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,3,0,2,0,0,0,7,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
00000430,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
00000431,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,2,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
00000436,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
00000437,17,0,0,0,0,0,0,0,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
00000438,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,5,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,5,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
