face_index,reference_original_class,corrected_ground_truth,known_original_error,model_A_class,model_A_confidence,model_A_prob_stock,model_A_prob_thread,model_A_prob_text,model_A_correct,model_B_class,model_B_confidence,model_B_prob_stock,model_B_prob_thread,model_B_prob_text,model_B_correct,model_C_class,model_C_confidence,model_C_prob_stock,model_C_prob_thread,model_C_prob_text,model_C_correct,model_D_class,model_D_confidence,model_D_prob_stock,model_D_prob_thread,model_D_prob_text,model_D_correct
419,Stock,Stock,0,Stock,0.99637008,0.99637008,0.00010809,0.00352185,1,Stock,0.99984980,0.99984980,0.00005546,0.00009475,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1,Stock,0.99950230,0.99950230,0.00000887,0.00048890,1
420,Stock,Stock,0,Stock,0.99665028,0.99665028,0.00010043,0.00324939,1,Stock,0.99984980,0.99984980,0.00005546,0.00009475,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1,Stock,0.99950230,0.99950230,0.00000887,0.00048891,1
421,Stock,Stock,0,Stock,0.99686253,0.99686253,0.00009511,0.00304246,1,Stock,0.99984980,0.99984980,0.00005546,0.00009475,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1,Stock,0.99950230,0.99950230,0.00000887,0.00048891,1
422,Stock,Stock,0,Stock,0.99687433,0.99687433,0.00009482,0.00303085,1,Stock,0.99984980,0.99984980,0.00005546,0.00009475,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1,Stock,0.99950230,0.99950230,0.00000887,0.00048892,1
423,Stock,Stock,0,Stock,0.99687445,0.99687445,0.00009481,0.00303072,1,Stock,0.99984992,0.99984992,0.00005539,0.00009460,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1,Stock,0.99950230,0.99950230,0.00000887,0.00048892,1
424,Stock,Stock,0,Stock,0.99687445,0.99687445,0.00009481,0.00303071,1,Stock,0.99989021,0.99989021,0.00004340,0.00006639,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1,Stock,0.99950230,0.99950230,0.00000887,0.00048892,1
425,Stock,Stock,0,Stock,0.99687445,0.99687445,0.00009481,0.00303070,1,Stock,0.99990952,0.99990952,0.00003703,0.00005345,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1,Stock,0.99950230,0.99950230,0.00000887,0.00048890,1
426,Stock,Stock,0,Stock,0.99687445,0.99687445,0.00009481,0.00303070,1,Stock,0.99980026,0.99980026,0.00005511,0.00014473,1,Stock,1.00000000,1.00000000,0.00000004,0.00000001,1,Stock,0.99950612,0.99950612,0.00000895,0.00048496,1
427,Stock,Stock,0,Stock,0.99687445,0.99687445,0.00009481,0.00303070,1,Stock,0.99980158,0.99980158,0.00005480,0.00014358,1,Stock,1.00000000,1.00000000,0.00000003,0.00000000,1,Stock,0.99950516,0.99950516,0.00000898,0.00048591,1
428,Stock,Stock,0,Stock,0.99687445,0.99687445,0.00009481,0.00303070,1,Stock,0.99984312,0.99984312,0.00004648,0.00011041,1,Stock,1.00000000,1.00000000,0.00000001,0.00000000,1,Stock,0.99950492,0.99950492,0.00000898,0.00048612,1
429,Stock,Stock,0,Stock,0.99654049,0.99654049,0.00011392,0.00334558,1,Stock,0.99986410,0.99986410,0.00004959,0.00008630,1,Stock,0.99998891,0.99998891,0.00000763,0.00000342,1,Stock,0.99863738,0.99863738,0.00005136,0.00131130,1
430,Stock,Stock,0,Stock,0.99654120,0.99654120,0.00011386,0.00334500,1,Stock,0.99986136,0.99986136,0.00004976,0.00008881,1,Stock,0.99998891,0.99998891,0.00000762,0.00000341,1,Stock,0.99862158,0.99862158,0.00005093,0.00132743,1
431,Stock,Stock,0,Stock,0.99654049,0.99654049,0.00011378,0.00334564,1,Stock,0.99985147,0.99985147,0.00005003,0.00009842,1,Stock,0.99998903,0.99998903,0.00000761,0.00000340,1,Stock,0.99859029,0.99859029,0.00005007,0.00135956,1
432,Stock,Stock,0,Stock,0.99653876,0.99653876,0.00011375,0.00334748,1,Stock,0.99987173,0.99987173,0.00004716,0.00008106,1,Stock,0.99998891,0.99998891,0.00000763,0.00000342,1,Stock,0.99850297,0.99850297,0.00004852,0.00144844,1
433,Stock,Stock,0,Stock,0.99964142,0.99964142,0.00000542,0.00035320,1,Stock,0.99980325,0.99980325,0.00006688,0.00012992,1,Stock,0.99998140,0.99998140,0.00001069,0.00000788,1,Stock,0.99967539,0.99967539,0.00000490,0.00031969,1
434,Stock,Stock,0,Stock,0.99964213,0.99964213,0.00000541,0.00035250,1,Stock,0.99981195,0.99981195,0.00006501,0.00012311,1,Stock,0.99998116,0.99998116,0.00001084,0.00000802,1,Stock,0.99967539,0.99967539,0.00000490,0.00031969,1
435,Stock,Stock,0,Stock,0.99993503,0.99993503,0.00000006,0.00006493,1,Stock,0.99981588,0.99981588,0.00003092,0.00015325,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1,Stock,0.99996614,0.99996614,0.00000000,0.00003383,1
436,Stock,Stock,0,Stock,0.99991786,0.99991786,0.00000016,0.00008199,1,Stock,0.99981362,0.99981362,0.00006653,0.00011994,1,Stock,0.99998808,0.99998808,0.00000712,0.00000473,1,Stock,0.99986112,0.99986112,0.00000054,0.00013834,1
437,Stock,Stock,0,Stock,0.99907243,0.99907243,0.00001270,0.00091483,1,Stock,0.99970573,0.99970573,0.00009752,0.00019673,1,Stock,0.99999607,0.99999607,0.00000282,0.00000106,1,Stock,0.99968100,0.99968100,0.00000668,0.00031230,1
438,Stock,Stock,0,Stock,0.99900049,0.99900049,0.00001369,0.00098578,1,Stock,0.99970573,0.99970573,0.00009751,0.00019671,1,Stock,0.99999595,0.99999595,0.00000291,0.00000114,1,Stock,0.99968588,0.99968588,0.00000661,0.00030761,1
439,Stock,Stock,0,Stock,0.99968863,0.99968863,0.00000049,0.00031095,1,Stock,0.99950504,0.99950504,0.00017061,0.00032434,1,Stock,0.99999499,0.99999499,0.00000383,0.00000119,1,Stock,0.99982649,0.99982649,0.00000188,0.00017158,1
440,Stock,Stock,0,Stock,0.99968493,0.99968493,0.00000049,0.00031460,1,Stock,0.99950099,0.99950099,0.00017242,0.00032655,1,Stock,0.99999559,0.99999559,0.00000345,0.00000098,1,Stock,0.99982965,0.99982965,0.00000226,0.00016804,1
441,Stock,Stock,0,Stock,0.99941504,0.99941504,0.00000451,0.00058048,1,Stock,0.99971730,0.99971730,0.00011747,0.00016522,1,Stock,0.99998128,0.99998128,0.00001145,0.00000727,1,Stock,0.99976236,0.99976236,0.00000523,0.00023237,1
442,Stock,Stock,0,Stock,0.99798179,0.99798179,0.00003681,0.00198141,1,Stock,0.99981266,0.99981266,0.00005907,0.00012830,1,Stock,0.99999988,0.99999988,0.00000012,0.00000001,1,Stock,0.99966049,0.99966049,0.00001651,0.00032291,1
443,Stock,Stock,0,Stock,0.99807477,0.99807477,0.00002716,0.00189803,1,Stock,0.99972636,0.99972636,0.00014221,0.00013141,1,Stock,0.99998093,0.99998093,0.00001162,0.00000748,1,Stock,0.99972719,0.99972719,0.00000485,0.00026794,1
444,Stock,Stock,0,Stock,0.99722373,0.99722373,0.00006484,0.00271149,1,Stock,0.99981219,0.99981219,0.00005894,0.00012890,1,Stock,0.99999988,0.99999988,0.00000015,0.00000001,1,Stock,0.99964607,0.99964607,0.00001627,0.00033758,1
445,Stock,Stock,0,Stock,0.99867672,0.99867672,0.00001919,0.00130413,1,Stock,0.99987924,0.99987924,0.00003897,0.00008172,1,Stock,1.00000000,1.00000000,0.00000002,0.00000000,1,Stock,0.99961424,0.99961424,0.00001017,0.00037561,1
446,Stock,Stock,0,Stock,0.99815041,0.99815041,0.00002423,0.00182532,1,Stock,0.99973899,0.99973899,0.00013072,0.00013032,1,Stock,0.99999249,0.99999249,0.00000634,0.00000120,1,Stock,0.99972612,0.99972612,0.00000383,0.00027001,1
447,Stock,Stock,0,Stock,0.99813312,0.99813312,0.00002450,0.00184243,1,Stock,0.99974102,0.99974102,0.00013034,0.00012857,1,Stock,0.99999225,0.99999225,0.00000650,0.00000124,1,Stock,0.99972612,0.99972612,0.00000383,0.00027001,1
448,Stock,Stock,0,Stock,0.99805236,0.99805236,0.00002569,0.00192201,1,Stock,0.99974316,0.99974316,0.00012996,0.00012694,1,Stock,0.99999177,0.99999177,0.00000688,0.00000135,1,Stock,0.99972612,0.99972612,0.00000383,0.00027001,1
449,Stock,Stock,0,Stock,0.99907768,0.99907768,0.00001157,0.00091078,1,Stock,0.99988139,0.99988139,0.00004933,0.00006922,1,Stock,1.00000000,1.00000000,0.00000003,0.00000000,1,Stock,0.99969709,0.99969709,0.00000647,0.00029648,1
450,Stock,Stock,0,Stock,0.99745268,0.99745268,0.00001753,0.00252981,1,Stock,0.99982208,0.99982208,0.00006322,0.00011478,1,Stock,0.99999940,0.99999940,0.00000053,0.00000011,1,Stock,0.99884987,0.99884987,0.00003388,0.00111624,1
451,Stock,Stock,0,Stock,0.99964607,0.99964607,0.00000534,0.00034853,1,Stock,0.99979872,0.99979872,0.00006627,0.00013501,1,Stock,0.99997628,0.99997628,0.00001293,0.00001082,1,Stock,0.99967539,0.99967539,0.00000490,0.00031969,1
452,Stock,Stock,0,Stock,0.99964333,0.99964333,0.00000539,0.00035130,1,Stock,0.99979776,0.99979776,0.00006646,0.00013571,1,Stock,0.99997628,0.99997628,0.00001293,0.00001082,1,Stock,0.99967539,0.99967539,0.00000490,0.00031969,1
453,Stock,Stock,0,Stock,0.99806148,0.99806148,0.00004668,0.00189182,1,Stock,0.99940312,0.99940312,0.00011655,0.00048034,1,Stock,0.99994230,0.99994230,0.00002510,0.00003257,1,Stock,0.99927336,0.99927336,0.00001926,0.00070739,1
454,Stock,Stock,0,Stock,0.99916494,0.99916494,0.00001938,0.00081561,1,Stock,0.99967039,0.99967039,0.00009906,0.00023062,1,Stock,0.99994373,0.99994373,0.00002454,0.00003173,1,Stock,0.99961543,0.99961543,0.00000600,0.00037855,1
455,Stock,Stock,0,Stock,0.99808121,0.99808121,0.00004709,0.00187165,1,Stock,0.99940288,0.99940288,0.00011690,0.00048028,1,Stock,0.99994230,0.99994230,0.00002510,0.00003257,1,Stock,0.99926692,0.99926692,0.00002151,0.00071153,1
456,Stock,Stock,0,Stock,0.99808526,0.99808526,0.00004724,0.00186758,1,Stock,0.99940205,0.99940205,0.00011788,0.00048009,1,Stock,0.99994230,0.99994230,0.00002510,0.00003257,1,Stock,0.99926502,0.99926502,0.00002228,0.00071272,1
457,Stock,Stock,0,Stock,0.99808586,0.99808586,0.00004727,0.00186693,1,Stock,0.99940038,0.99940038,0.00011984,0.00047972,1,Stock,0.99994230,0.99994230,0.00002510,0.00003257,1,Stock,0.99926513,0.99926513,0.00002213,0.00071276,1
458,Stock,Stock,0,Stock,0.99807608,0.99807608,0.00004696,0.00187693,1,Stock,0.99938858,0.99938858,0.00013424,0.00047719,1,Stock,0.99994230,0.99994230,0.00002510,0.00003257,1,Stock,0.99927503,0.99927503,0.00001933,0.00070566,1
459,Stock,Stock,0,Stock,0.99471503,0.99471503,0.00040511,0.00487993,1,Stock,0.99943036,0.99943036,0.00015768,0.00041197,1,Stock,0.99996114,0.99996114,0.00001151,0.00002731,1,Stock,0.99442601,0.99442601,0.00059652,0.00497746,1
460,Stock,Stock,0,Stock,0.95758921,0.95758921,0.02788997,0.01452081,1,Stock,0.99849701,0.99849701,0.00057235,0.00093066,1,Stock,0.99957114,0.99957114,0.00024847,0.00018041,1,Stock,0.99538088,0.99538088,0.00210063,0.00251848,1
461,Stock,Stock,0,Stock,0.97410482,0.97410482,0.01810135,0.00779373,1,Stock,0.99911124,0.99911124,0.00017385,0.00071491,1,Stock,0.99983215,0.99983215,0.00006947,0.00009836,1,Stock,0.99506527,0.99506527,0.00126010,0.00367463,1
462,Stock,Stock,0,Stock,0.80542934,0.80542934,0.14743042,0.04714017,1,Thread,0.94522148,0.05022154,0.94522148,0.00455692,0,Stock,0.55754894,0.55754894,0.44078356,0.00166740,1,Stock,0.98270756,0.98270756,0.01369273,0.00359978,1
463,Stock,Stock,0,Stock,0.99494815,0.99494815,0.00021792,0.00483391,1,Stock,0.99895394,0.99895394,0.00030824,0.00073785,1,Stock,0.99987090,0.99987090,0.00004482,0.00008422,1,Stock,0.99523491,0.99523491,0.00082539,0.00393973,1
464,Stock,Stock,0,Stock,0.91990989,0.91990989,0.06977030,0.01031972,1,Stock,0.99764061,0.99764061,0.00135748,0.00100194,1,Stock,0.99971265,0.99971265,0.00013775,0.00014954,1,Stock,0.99189138,0.99189138,0.00401820,0.00409031,1
465,Stock,Stock,0,Stock,0.83433187,0.83433187,0.14333126,0.02233685,1,Thread,0.98136318,0.01635575,0.98136318,0.00228102,0,Thread,0.59022903,0.40836191,0.59022903,0.00140905,0,Stock,0.98441005,0.98441005,0.01243065,0.00315935,1
466,Stock,Stock,0,Stock,0.96834910,0.96834910,0.01473829,0.01691252,1,Stock,0.99881494,0.99881494,0.00037240,0.00081263,1,Stock,0.99980670,0.99980670,0.00006435,0.00012897,1,Stock,0.99238867,0.99238867,0.00248522,0.00512609,1
467,Stock,Stock,0,Stock,0.95299298,0.95299298,0.03457786,0.01242913,1,Stock,0.99917245,0.99917245,0.00022325,0.00060435,1,Stock,0.99990249,0.99990249,0.00003989,0.00005754,1,Stock,0.99123096,0.99123096,0.00209728,0.00667180,1
468,Stock,Stock,0,Stock,0.82547808,0.82547808,0.15233880,0.02218317,1,Thread,0.98413128,0.01404148,0.98413128,0.00182718,0,Thread,0.74232084,0.25663966,0.74232084,0.00103951,0,Stock,0.98799676,0.98799676,0.00904611,0.00295716,1
469,Stock,Stock,0,Stock,0.86374354,0.86374354,0.12241882,0.01383767,1,Thread,0.75436187,0.22822392,0.75436187,0.01741417,0,Thread,0.62161392,0.37711754,0.62161392,0.00126853,0,Stock,0.98533440,0.98533440,0.01050042,0.00416519,1
470,Stock,Stock,0,Stock,0.98012996,0.98012996,0.00928257,0.01058749,1,Stock,0.99836951,0.99836951,0.00054858,0.00108194,1,Stock,0.99983561,0.99983561,0.00006446,0.00009992,1,Stock,0.99411964,0.99411964,0.00194112,0.00393927,1
471,Stock,Stock,0,Stock,0.96419740,0.96419740,0.01556022,0.02024248,1,Stock,0.99869812,0.99869812,0.00023894,0.00106290,1,Stock,0.99991298,0.99991298,0.00003006,0.00005698,1,Stock,0.99846435,0.99846435,0.00013998,0.00139573,1
472,Stock,Stock,0,Stock,0.98566520,0.98566520,0.00035954,0.01397529,1,Stock,0.99897504,0.99897504,0.00044090,0.00058408,1,Stock,0.99996662,0.99996662,0.00001133,0.00002211,1,Stock,0.99624193,0.99624193,0.00023881,0.00351926,1
473,Stock,Stock,0,Stock,0.80682725,0.80682725,0.14276762,0.05040511,1,Thread,0.98212081,0.01566016,0.98212081,0.00221906,0,Thread,0.79679465,0.20229211,0.79679465,0.00091321,0,Stock,0.98441088,0.98441088,0.01200549,0.00358365,1
474,Stock,Stock,0,Stock,0.82687181,0.82687181,0.10429821,0.06882999,1,Thread,0.89070708,0.10025965,0.89070708,0.00903334,0,Thread,0.59450281,0.40420577,0.59450281,0.00129140,0,Stock,0.96345729,0.96345729,0.02470363,0.01183905,1
475,Stock,Stock,0,Stock,0.99660730,0.99660730,0.00014493,0.00324782,1,Stock,0.99838781,0.99838781,0.00034294,0.00126928,1,Stock,0.99993145,0.99993145,0.00002178,0.00004673,1,Stock,0.99453485,0.99453485,0.00042917,0.00503601,1
476,Stock,Stock,0,Stock,0.97392231,0.97392231,0.01926146,0.00681630,1,Stock,0.99746192,0.99746192,0.00088014,0.00165797,1,Stock,0.99973434,0.99973434,0.00011988,0.00014577,1,Stock,0.99228680,0.99228680,0.00387867,0.00383447,1
477,Stock,Stock,0,Stock,0.86175537,0.86175537,0.00034112,0.13790347,1,Stock,0.98722202,0.98722202,0.00089676,0.01188126,1,Stock,0.99981004,0.99981004,0.00003810,0.00015179,1,Stock,0.96226108,0.96226108,0.00074893,0.03698994,1
478,Stock,Stock,0,Stock,0.50530577,0.50530577,0.00141615,0.49327806,1,Stock,0.98617715,0.98617715,0.00113605,0.01268690,1,Stock,0.99997044,0.99997044,0.00001033,0.00001922,1,Stock,0.75070035,0.75070035,0.00148214,0.24781746,1
479,Stock,Stock,0,Stock,0.60785836,0.60785836,0.00123749,0.39090413,1,Stock,0.98569310,0.98569310,0.00059789,0.01370909,1,Stock,0.99981016,0.99981016,0.00003810,0.00015178,1,Stock,0.80125540,0.80125540,0.00084705,0.19789755,1
480,Stock,Stock,0,Stock,0.98888761,0.98888761,0.00103731,0.01007517,1,Stock,0.99917334,0.99917334,0.00022282,0.00060380,1,Stock,0.99993217,0.99993217,0.00002376,0.00004411,1,Stock,0.99194896,0.99194896,0.00080086,0.00725014,1
481,Stock,Stock,0,Stock,0.99654442,0.99654442,0.00030296,0.00315263,1,Stock,0.99973696,0.99973696,0.00010076,0.00016238,1,Stock,0.99999952,0.99999952,0.00000044,0.00000003,1,Stock,0.99908328,0.99908328,0.00008979,0.00082686,1
482,Stock,Stock,0,Stock,0.99908888,0.99908888,0.00001249,0.00089859,1,Stock,0.99951756,0.99951756,0.00021340,0.00026907,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1,Stock,0.99969864,0.99969864,0.00000642,0.00029497,1
483,Stock,Stock,0,Stock,0.99747723,0.99747723,0.00006172,0.00246108,1,Stock,0.99961925,0.99961925,0.00011499,0.00026573,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1,Stock,0.99957401,0.99957401,0.00001213,0.00041387,1
484,Stock,Stock,0,Stock,0.99744558,0.99744558,0.00006215,0.00249229,1,Stock,0.99962044,0.99962044,0.00011281,0.00026671,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1,Stock,0.99957401,0.99957401,0.00001213,0.00041387,1
485,Stock,Stock,0,Stock,0.99742031,0.99742031,0.00006269,0.00251702,1,Stock,0.99961925,0.99961925,0.00011387,0.00026683,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1,Stock,0.99957401,0.99957401,0.00001213,0.00041386,1
486,Stock,Stock,0,Stock,0.99893826,0.99893826,0.00001572,0.00104601,1,Stock,0.99918312,0.99918312,0.00030212,0.00051483,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1,Stock,0.99957401,0.99957401,0.00001213,0.00041386,1
487,Stock,Stock,0,Stock,0.99565268,0.99565268,0.00009696,0.00425028,1,Stock,0.99911755,0.99911755,0.00034571,0.00053674,1,Stock,1.00000000,1.00000000,0.00000004,0.00000001,1,Stock,0.99966121,0.99966121,0.00001802,0.00032080,1
488,Stock,Stock,0,Stock,0.99617851,0.99617851,0.00011207,0.00370942,1,Stock,0.99968183,0.99968183,0.00008537,0.00023287,1,Stock,0.99999988,0.99999988,0.00000007,0.00000004,1,Stock,0.99966145,0.99966145,0.00001802,0.00032060,1
489,Stock,Stock,0,Stock,0.99569845,0.99569845,0.00009656,0.00420508,1,Stock,0.99897385,0.99897385,0.00041103,0.00061510,1,Stock,1.00000000,1.00000000,0.00000002,0.00000001,1,Stock,0.99966121,0.99966121,0.00001802,0.00032078,1
490,Stock,Stock,0,Stock,0.99805319,0.99805319,0.00005521,0.00189167,1,Stock,0.99967384,0.99967384,0.00009019,0.00023598,1,Stock,1.00000000,1.00000000,0.00000001,0.00000000,1,Stock,0.99974090,0.99974090,0.00001835,0.00024079,1
491,Stock,Stock,0,Stock,0.99905175,0.99905175,0.00001673,0.00093161,1,Stock,0.99972051,0.99972051,0.00006302,0.00021642,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1,Stock,0.99982232,0.99982232,0.00000799,0.00016978,1
492,Stock,Stock,0,Stock,0.99905294,0.99905294,0.00001669,0.00093044,1,Stock,0.99972409,0.99972409,0.00006230,0.00021361,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1,Stock,0.99982053,0.99982053,0.00000810,0.00017137,1
493,Stock,Stock,0,Stock,0.99922168,0.99922168,0.00001621,0.00076212,1,Stock,0.99971813,0.99971813,0.00008414,0.00019769,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1,Stock,0.99973887,0.99973887,0.00001837,0.00024282,1
494,Stock,Stock,0,Stock,0.99925679,0.99925679,0.00001642,0.00072673,1,Stock,0.99971861,0.99971861,0.00008400,0.00019732,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1,Stock,0.99974006,0.99974006,0.00001838,0.00024161,1
495,Stock,Stock,0,Stock,0.99966633,0.99966633,0.00000480,0.00032894,1,Stock,0.99979728,0.99979728,0.00008211,0.00012056,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1,Stock,0.99982005,0.99982005,0.00000671,0.00017329,1
496,Stock,Stock,0,Stock,0.99972123,0.99972123,0.00000129,0.00027740,1,Stock,0.99988186,0.99988186,0.00008227,0.00003587,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1,Stock,0.99983776,0.99983776,0.00000325,0.00015897,1
497,Stock,Stock,0,Stock,0.62586969,0.62586969,0.08171552,0.29241481,1,Stock,0.58348507,0.58348507,0.40353149,0.01298340,1,Stock,0.99975246,0.99975246,0.00011946,0.00012814,1,Stock,0.99156815,0.99156815,0.00461515,0.00381673,1
498,Text,Stock,1,Text,0.84183532,0.15775689,0.00040781,0.84183532,0,Stock,0.99975938,0.99975938,0.00012508,0.00011561,1,Stock,0.99999928,0.99999928,0.00000077,0.00000002,1,Stock,0.99932098,0.99932098,0.00000441,0.00067457,1
499,Stock,Stock,0,Stock,0.99988067,0.99988067,0.00000113,0.00011830,1,Stock,0.99392772,0.99392772,0.00017396,0.00589835,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1,Stock,0.99971968,0.99971968,0.00000065,0.00027970,1
500,Text,Stock,1,Text,0.90690166,0.09289489,0.00020346,0.90690166,0,Stock,0.96485585,0.96485585,0.00232615,0.03281801,1,Stock,0.99974257,0.99974257,0.00002429,0.00023310,1,Text,0.57323635,0.42561835,0.00114529,0.57323635,0
501,Stock,Stock,0,Stock,0.99928063,0.99928063,0.00000097,0.00071844,1,Stock,0.99977773,0.99977773,0.00008056,0.00014166,1,Stock,0.99999964,0.99999964,0.00000042,0.00000001,1,Stock,0.99989820,0.99989820,0.00000013,0.00010163,1
